Company,NewsID,Year,male_sup_num,white_sup_num,total_sup_num,male_num,white_num,total_num,maleSupers,whiteSupers,male,white
The Mississippi Press,1092,2013,1,1,1,3,4,4,100.0%,100.0%,75.0%,100.0%
The Mississippi Press,1092,2014,1,1,1,3,4,4,100.0%,100.0%,75.0%,100.0%
Starkville Daily News,1093,2001,2,2,2,5,9,9,100.0%,100.0%,55.6%,100.0%
Starkville Daily News,1093,2002,2,3,3,5,7,7,66.7%,100.0%,71.4%,100.0%
Starkville Daily News,1093,2003,1,1,1,4,5,6,100.0%,100.0%,66.7%,83.3%
Starkville Daily News,1093,2004,1,1,1,5,9,9,100.0%,100.0%,55.6%,100.0%
Starkville Daily News,1093,2006,2,2,2,4,7,7,100.0%,100.0%,57.1%,100.0%
Starkville Daily News,1093,2007,1,1,1,7,9,10,100.0%,100.0%,70.0%,90.0%
Starkville Daily News,1093,2012,3,4,4,5,8,8,75.0%,100.0%,62.5%,100.0%
Starkville Daily News,1093,2013,2,2,2,4,4,4,100.0%,100.0%,100.0%,100.0%
Starkville Daily News,1093,2014,2,2,2,6,7,8,100.0%,100.0%,75.0%,87.5%
Northeast Mississippi Daily Journal,1094,2001,4,6,6,23,34,36,66.7%,100.0%,63.9%,94.4%
Northeast Mississippi Daily Journal,1094,2002,6,8,8,26,34,37,75.0%,100.0%,70.3%,91.9%
Northeast Mississippi Daily Journal,1094,2003,6,8,8,25,35,38,75.0%,100.0%,65.8%,92.1%
Northeast Mississippi Daily Journal,1094,2004,6,7,8,24,34,37,75.0%,87.5%,64.9%,91.9%
Northeast Mississippi Daily Journal,1094,2005,7,8,10,27,35,39,70.0%,80.0%,69.2%,89.7%
Northeast Mississippi Daily Journal,1094,2006,9,10,12,25,32,37,75.0%,83.3%,67.6%,86.5%
Northeast Mississippi Daily Journal,1094,2008,10,12,13,26,39,42,76.9%,92.3%,61.9%,92.9%
Northeast Mississippi Daily Journal,1094,2009,6,7,8,23,35,38,75.0%,87.5%,60.5%,92.1%
Northeast Mississippi Daily Journal,1094,2010,5,7,8,22,34,37,62.5%,87.5%,59.5%,91.9%
Northeast Mississippi Daily Journal,1094,2012,4,6,7,20,32,35,57.1%,85.7%,57.1%,91.4%
Northeast Mississippi Daily Journal,1094,2013,5,7,8,22,34,37,62.5%,87.5%,59.5%,91.9%
Northeast Mississippi Daily Journal,1094,2014,2,5,6,17,28,31,33.3%,83.3%,54.8%,90.3%
The Vicksburg Post,1095,2003,3,6,6,10,17,18,50.0%,100.0%,55.6%,94.4%
The Vicksburg Post,1095,2004,3,6,6,11,18,19,50.0%,100.0%,57.9%,94.7%
The Vicksburg Post,1095,2006,3,5,5,9,17,17,60.0%,100.0%,52.9%,100.0%
The Vicksburg Post,1095,2007,3,5,5,11,18,20,60.0%,100.0%,55.0%,90.0%
The Vicksburg Post,1095,2011,2,4,4,8,12,13,50.0%,100.0%,61.5%,92.3%
The Vicksburg Post,1095,2012,2,3,3,10,15,15,66.7%,100.0%,66.7%,100.0%
The Vicksburg Post,1095,2013,4,5,5,11,16,16,80.0%,100.0%,68.8%,100.0%
The Vicksburg Post,1095,2014,1,1,1,8,8,9,100.0%,100.0%,88.9%,88.9%
Boonville Daily News,1099,2005,1,1,1,2,3,4,100.0%,100.0%,50.0%,75.0%
Boonville Daily News,1099,2008,0,1,1,1,4,4,0.0%,100.0%,25.0%,100.0%
Boonville Daily News,1099,2009,0,1,1,1,5,5,0.0%,100.0%,20.0%,100.0%
Boonville Daily News,1099,2010,1,1,1,3,3,3,100.0%,100.0%,100.0%,100.0%
Boonville Daily News,1099,2012,2,3,3,2,3,3,66.7%,100.0%,66.7%,100.0%
Southeast Missourian,1102,2012,3,5,5,11,20,20,60.0%,100.0%,55.0%,100.0%
Southeast Missourian,1102,2013,5,6,6,12,23,23,83.3%,100.0%,52.2%,100.0%
Southeast Missourian,1102,2014,2,4,4,11,24,24,50.0%,100.0%,45.8%,100.0%
The Carthage Press,1104,2003,1,1,1,3,5,5,100.0%,100.0%,60.0%,100.0%
The Carthage Press,1104,2004,1,1,1,4,5,5,100.0%,100.0%,80.0%,100.0%
The Carthage Press,1104,2005,1,1,1,3,5,5,100.0%,100.0%,60.0%,100.0%
The Carthage Press,1104,2006,1,1,1,3,4,4,100.0%,100.0%,75.0%,100.0%
The Carthage Press,1104,2007,1,1,1,4,4,4,100.0%,100.0%,100.0%,100.0%
The Carthage Press,1104,2008,1,1,1,4,5,5,100.0%,100.0%,80.0%,100.0%
The Carthage Press,1104,2009,1,1,1,5,5,5,100.0%,100.0%,100.0%,100.0%
The Carthage Press,1104,2011,2,2,2,4,5,5,100.0%,100.0%,80.0%,100.0%
The Carthage Press,1104,2012,1,1,1,2,3,3,100.0%,100.0%,66.7%,100.0%
The Carthage Press,1104,2013,1,1,1,2,3,3,100.0%,100.0%,66.7%,100.0%
The Carthage Press,1104,2014,1,1,1,2,3,3,100.0%,100.0%,66.7%,100.0%
Constitution-Tribune,1105,2001,0,1,1,2,5,5,0.0%,100.0%,40.0%,100.0%
Constitution-Tribune,1105,2002,0,1,1,2,5,5,0.0%,100.0%,40.0%,100.0%
Constitution-Tribune,1105,2003,0,1,1,2,5,5,0.0%,100.0%,40.0%,100.0%
Constitution-Tribune,1105,2004,0,1,1,1,4,4,0.0%,100.0%,25.0%,100.0%
Constitution-Tribune,1105,2005,0,1,1,1,4,4,0.0%,100.0%,25.0%,100.0%
Constitution-Tribune,1105,2006,0,1,1,1,4,4,0.0%,100.0%,25.0%,100.0%
Constitution-Tribune,1105,2007,0,1,1,1,4,4,0.0%,100.0%,25.0%,100.0%
Constitution Tribune,1105,2008,0,1,1,1,4,4,0.0%,100.0%,25.0%,100.0%
Constitution Tribune,1105,2009,0,1,1,1,4,4,0.0%,100.0%,25.0%,100.0%
Constitution Tribune,1105,2013,NULL,1,1,2,4,4,#VALUE!,100.0%,50.0%,100.0%
Constitution Tribune,1105,2014,NULL,1,1,2,3,4,#VALUE!,100.0%,50.0%,75.0%
The Clinton Daily Democrat,1106,2001,1,3,4,4,10,13,25.0%,75.0%,30.8%,76.9%
The Clinton Daily Democrat,1106,2009,1,3,3,2,9,9,33.3%,100.0%,22.2%,100.0%
The Clinton Daily Democrat,1106,2012,1,1,1,2,4,4,100.0%,100.0%,50.0%,100.0%
Columbia Missourian,1107,2001,6,10,11,6,10,11,54.5%,90.9%,54.5%,90.9%
Columbia Missourian,1107,2002,6,10,11,6,10,11,54.5%,90.9%,54.5%,90.9%
The Columbia Missourian,1107,2014,5,14,15,25,64,76,33.3%,93.3%,32.9%,84.2%
The Daily Statesman,1108,2003,0,1,1,3,6,6,0.0%,100.0%,50.0%,100.0%
The Daily Statesman,1108,2005,3,5,5,5,8,8,60.0%,100.0%,62.5%,100.0%
The Daily Statesman,1108,2006,1,1,1,2,3,3,100.0%,100.0%,66.7%,100.0%
The Daily Statesman,1108,2007,1,1,1,2,3,3,100.0%,100.0%,66.7%,100.0%
The Daily Statesman,1108,2008,1,1,1,2,4,4,100.0%,100.0%,50.0%,100.0%
The Daily Statesman,1108,2010,0,1,1,2,3,3,0.0%,100.0%,66.7%,100.0%
The Daily Statesman,1108,2011,0,1,1,5,8,8,0.0%,100.0%,62.5%,100.0%
The Daily Statesman,1108,2013,NULL,1,1,1,2,2,#VALUE!,100.0%,50.0%,100.0%
The Daily Statesman,1108,2014,NULL,1,1,3,4,4,#VALUE!,100.0%,75.0%,100.0%
The Daily Journal,1112,2006,0,1,1,4,12,12,0.0%,100.0%,33.3%,100.0%
The Daily Journal,1112,2008,1,2,2,3,8,8,50.0%,100.0%,37.5%,100.0%
The Daily Journal,1112,2009,0,1,1,3,9,9,0.0%,100.0%,33.3%,100.0%
The Daily Journal,1112,2012,1,3,3,3,7,7,33.3%,100.0%,42.9%,100.0%
The Daily Journal,1112,2013,1,3,3,5,9,9,33.3%,100.0%,55.6%,100.0%
The Daily Journal,1112,2014,1,1,1,3,4,4,100.0%,100.0%,75.0%,100.0%
The Fulton Sun Gazette,1113,2003,1,2,2,5,8,9,50.0%,100.0%,55.6%,88.9%
The Fulton Sun Gazette,1113,2004,1,2,2,3,5,6,50.0%,100.0%,50.0%,83.3%
The Fulton Sun,1113,2007,1,2,2,4,6,7,50.0%,100.0%,57.1%,85.7%
The Fulton Sun,1113,2009,0,1,1,4,6,6,0.0%,100.0%,66.7%,100.0%
The Fulton Sun,1113,2010,0,1,1,4,6,6,0.0%,100.0%,66.7%,100.0%
The Fulton Sun,1113,2011,1,2,2,3,7,8,50.0%,100.0%,37.5%,87.5%
The Fulton Sun,1113,2012,1,2,2,4,8,9,50.0%,100.0%,44.4%,88.9%
The Fulton Sun,1113,2013,1,2,2,4,5,6,50.0%,100.0%,66.7%,83.3%
The Fulton Sun,1113,2014,2,2,2,4,5,6,100.0%,100.0%,66.7%,83.3%
Hannibal Courier-Post,1115,2001,2,3,3,5,8,8,66.7%,100.0%,62.5%,100.0%
Hannibal Courier-Post,1115,2002,0,1,1,4,7,7,0.0%,100.0%,57.1%,100.0%
Hannibal Courier-Post,1115,2003,0,1,1,5,8,8,0.0%,100.0%,62.5%,100.0%
Hannibal Courier-Post,1115,2004,0,1,1,4,8,9,0.0%,100.0%,44.4%,88.9%
Hannibal Courier-Post,1115,2005,1,2,2,5,8,8,50.0%,100.0%,62.5%,100.0%
Hannibal Courier-Post,1115,2006,1,2,2,4,9,9,50.0%,100.0%,44.4%,100.0%
Hannibal Courier-Post,1115,2007,1,2,2,4,8,8,50.0%,100.0%,50.0%,100.0%
Hannibal Courier-Post,1115,2009,0,1,1,4,6,6,0.0%,100.0%,66.7%,100.0%
Hannibal Courier-Post,1115,2011,0,1,1,3,5,5,0.0%,100.0%,60.0%,100.0%
Hannibal Courier-Post,1115,2012,NULL,1,1,3,5,5,#VALUE!,100.0%,60.0%,100.0%
Hannibal Courier-Post,1115,2013,NULL,1,1,3,4,4,#VALUE!,100.0%,75.0%,100.0%
Hannibal Courier-Post,1115,2014,NULL,1,1,1,2,2,#VALUE!,100.0%,50.0%,100.0%
The Examiner,1116,2001,2,4,4,10,16,16,50.0%,100.0%,62.5%,100.0%
The Examiner,1116,2002,3,5,5,11,15,15,60.0%,100.0%,73.3%,100.0%
The Examiner,1116,2003,5,6,6,14,19,19,83.3%,100.0%,73.7%,100.0%
"The Examiners, Independence and Blue Springs",1116,2004,5,6,6,15,20,20,83.3%,100.0%,75.0%,100.0%
"The Examiner, Independence/The Examiner, Blue Spri",1116,2006,4,5,5,14,19,20,80.0%,100.0%,70.0%,95.0%
"The Examiner, Independence/The Examiner, Blue Spri",1116,2011,3,4,4,8,12,13,75.0%,100.0%,61.5%,92.3%
"The Examiner, Independence/The Examiner, Blue Springs",1116,2012,1,2,2,5,10,10,50.0%,100.0%,50.0%,100.0%
Jefferson City Post-Tribune and Daily Capital News,1118,2001,2,2,2,12,18,18,100.0%,100.0%,66.7%,100.0%
Jefferson City Post-Tribune and Daily Capital News,1118,2002,3,3,3,12,17,17,100.0%,100.0%,70.6%,100.0%
Jefferson City Post-Tribune and Daily Capital News,1118,2003,2,2,2,13,17,18,100.0%,100.0%,72.2%,94.4%
Jefferson City Post-Tribune and Daily Capital News,1118,2004,3,3,3,15,20,20,100.0%,100.0%,75.0%,100.0%
Jefferson City Post-Tribune and Daily Capital News,1118,2005,3,3,3,13,20,20,100.0%,100.0%,65.0%,100.0%
Jefferson City Post-Tribune and Daily Capital News,1118,2006,3,3,3,13,21,22,100.0%,100.0%,59.1%,95.5%
Jefferson City Post-Tribune and Daily Capital News,1118,2007,2,2,2,14,20,20,100.0%,100.0%,70.0%,100.0%
Jefferson City Post-Tribune and Daily Capital News,1118,2008,3,3,3,15,20,20,100.0%,100.0%,75.0%,100.0%
Jefferson City Post-Tribune and Daily Capital News,1118,2009,3,3,3,14,19,20,100.0%,100.0%,70.0%,95.0%
Jefferson City Post-Tribune and Daily Capital News,1118,2010,4,4,4,16,22,23,100.0%,100.0%,69.6%,95.7%
Jefferson City Post-Tribune and Daily Capital News,1118,2011,4,5,5,15,24,24,80.0%,100.0%,62.5%,100.0%
Jefferson City Post-Tribune and Daily Capital News,1118,2012,3,3,3,12,21,21,100.0%,100.0%,57.1%,100.0%
The Daily Dunklin Democrat,1119,2003,2,2,2,5,5,6,100.0%,100.0%,83.3%,83.3%
The Daily Dunklin Democrat,1119,2006,1,1,1,4,6,6,100.0%,100.0%,66.7%,100.0%
The Daily Dunklin Democrat,1119,2009,0,1,1,3,4,4,0.0%,100.0%,75.0%,100.0%
The Daily Dunklin Democrat,1119,2012,1,1,1,2,4,4,100.0%,100.0%,50.0%,100.0%
The Daily Dunklin Democrat,1119,2013,1,1,1,3,4,4,100.0%,100.0%,75.0%,100.0%
The Daily Dunklin Democrat,1119,2014,1,3,3,3,8,8,33.3%,100.0%,37.5%,100.0%
Kirksville Daily Express & News,1120,2001,0,1,1,2,5,5,0.0%,100.0%,40.0%,100.0%
Kirksville Daily Express & News,1120,2002,0,1,1,2,4,4,0.0%,100.0%,50.0%,100.0%
Kirksville Daily Express & News,1120,2003,0,1,1,3,4,4,0.0%,100.0%,75.0%,100.0%
Kirksville Daily Express,1120,2005,2,2,2,5,6,6,100.0%,100.0%,83.3%,100.0%
Kirksville Daily Express,1120,2006,2,2,2,4,5,5,100.0%,100.0%,80.0%,100.0%
Kirksville Daily Express,1120,2007,2,2,2,4,5,5,100.0%,100.0%,80.0%,100.0%
Kirksville Daily Express,1120,2008,2,2,2,4,4,4,100.0%,100.0%,100.0%,100.0%
Kirksville Daily Express,1120,2009,2,2,2,4,4,4,100.0%,100.0%,100.0%,100.0%
Kirksville Daily Express,1120,2012,2,2,2,4,3,4,100.0%,100.0%,100.0%,75.0%
Kirksville Daily Express,1120,2013,1,1,1,3,2,3,100.0%,100.0%,100.0%,66.7%
Kirksville Daily Express,1120,2014,1,1,1,3,2,3,100.0%,100.0%,100.0%,66.7%
The Lebanon Daily Record,1123,2001,1,2,2,6,8,8,50.0%,100.0%,75.0%,100.0%
The Lebanon Daily Record,1123,2002,2,3,3,6,8,8,66.7%,100.0%,75.0%,100.0%
The Lebanon Daily Record,1123,2003,1,2,2,6,8,8,50.0%,100.0%,75.0%,100.0%
The Lebanon Daily Record,1123,2004,2,2,2,11,11,11,100.0%,100.0%,100.0%,100.0%
The Lebanon Daily Record,1123,2005,2,3,3,10,13,13,66.7%,100.0%,76.9%,100.0%
The Lebanon Daily Record,1123,2006,1,1,1,7,9,9,100.0%,100.0%,77.8%,100.0%
The Lebanon Daily Record,1123,2008,0,2,2,6,14,14,0.0%,100.0%,42.9%,100.0%
The Lebanon Daily Record,1123,2009,0,2,2,8,18,18,0.0%,100.0%,44.4%,100.0%
The Lebanon Daily Record,1123,2010,0,1,1,8,13,13,0.0%,100.0%,61.5%,100.0%
The Lebanon Daily Record,1123,2011,1,2,2,3,5,5,50.0%,100.0%,60.0%,100.0%
The Lebanon Daily Record,1123,2013,NULL,1,1,3,4,4,#VALUE!,100.0%,75.0%,100.0%
The Lebanon Daily Record,1123,2014,NULL,1,1,3,4,4,#VALUE!,100.0%,75.0%,100.0%
Chronicle-Herald,1125,2008,0,1,1,2,3,4,0.0%,100.0%,50.0%,75.0%
Chronicle-Herald,1125,2012,NULL,1,1,2,3,4,#VALUE!,100.0%,50.0%,75.0%
Chronicle-Herald,1125,2013,1,2,2,2,6,6,50.0%,100.0%,33.3%,100.0%
Chronicle-Herald,1125,2014,NULL,2,2,1,3,3,#VALUE!,100.0%,33.3%,100.0%
The Marshall Democrat-News,1126,2002,1,1,1,4,5,5,100.0%,100.0%,80.0%,100.0%
The Marshall Democrat-News,1126,2003,1,1,1,3,4,4,100.0%,100.0%,75.0%,100.0%
The Marshall Democrat-News,1126,2004,1,1,1,3,5,5,100.0%,100.0%,60.0%,100.0%
The Marshall Democrat-News,1126,2005,1,1,1,4,4,4,100.0%,100.0%,100.0%,100.0%
The Marshall Democrat-News,1126,2006,2,2,2,5,5,5,100.0%,100.0%,100.0%,100.0%
The Marshall Democrat-News,1126,2008,1,1,1,1,3,3,100.0%,100.0%,33.3%,100.0%
The Marshall Democrat-News,1126,2009,1,1,1,3,5,5,100.0%,100.0%,60.0%,100.0%
The Marshall Democrat-News,1126,2010,1,1,1,3,5,5,100.0%,100.0%,60.0%,100.0%
The Marshall Democrat-News,1126,2011,1,1,1,3,4,4,100.0%,100.0%,75.0%,100.0%
The Marshall Democrat-News,1126,2012,1,1,1,2,4,4,100.0%,100.0%,50.0%,100.0%
The Marshall Democrat-News,1126,2013,1,1,1,2,4,4,100.0%,100.0%,50.0%,100.0%
The Marshall Democrat-News,1126,2014,0,1,1,3,5,5,0.0%,100.0%,60.0%,100.0%
Maryville Daily Forum,1127,2001,0,1,1,1,5,5,0.0%,100.0%,20.0%,100.0%
Maryville Daily Forum,1127,2002,0,1,1,2,4,4,0.0%,100.0%,50.0%,100.0%
Maryville Daily Forum,1127,2003,1,1,1,4,11,11,100.0%,100.0%,36.4%,100.0%
Maryville Daily Forum,1127,2005,1,1,1,3,6,6,100.0%,100.0%,50.0%,100.0%
Maryville Daily Forum,1127,2006,1,1,1,2,4,4,100.0%,100.0%,50.0%,100.0%
Maryville Daily Forum,1127,2007,1,1,1,3,6,6,100.0%,100.0%,50.0%,100.0%
Maryville Daily Forum,1127,2008,0,1,1,1,5,5,0.0%,100.0%,20.0%,100.0%
Maryville Daily Forum,1127,2009,1,1,1,4,6,6,100.0%,100.0%,66.7%,100.0%
Maryville Daily Forum,1127,2011,1,1,1,2,4,4,100.0%,100.0%,50.0%,100.0%
Maryville Daily Forum,1127,2012,1,1,1,3,3,3,100.0%,100.0%,100.0%,100.0%
Maryville Daily Forum,1127,2013,1,1,1,4,4,4,100.0%,100.0%,100.0%,100.0%
Maryville Daily Forum,1127,2014,2,3,3,5,6,6,66.7%,100.0%,83.3%,100.0%
Moberly Monitor-Index & Democrat,1128,2006,1,2,2,1,5,5,50.0%,100.0%,20.0%,100.0%
Moberly Monitor-Index & Democrat,1128,2007,1,2,2,1,5,5,50.0%,100.0%,20.0%,100.0%
Moberly Monitor-Index,1128,2009,0,1,1,1,4,4,0.0%,100.0%,25.0%,100.0%
Moberly Monitor-Index,1128,2010,1,2,2,3,5,5,50.0%,100.0%,60.0%,100.0%
Moberly Monitor-Index,1128,2012,1,2,2,3,8,8,50.0%,100.0%,37.5%,100.0%
Moberly Monitor-Index,1128,2013,1,1,1,2,3,3,100.0%,100.0%,66.7%,100.0%
Moberly Monitor-Index,1128,2014,1,2,2,3,9,9,50.0%,100.0%,33.3%,100.0%
Times,1130,2005,1,1,1,2,4,4,100.0%,100.0%,50.0%,100.0%
Times,1130,2006,1,1,1,2,4,4,100.0%,100.0%,50.0%,100.0%
Times,1130,2007,1,1,1,3,4,4,100.0%,100.0%,75.0%,100.0%
Times,1130,2008,1,1,1,2,4,4,100.0%,100.0%,50.0%,100.0%
Times,1130,2009,1,1,1,2,4,4,100.0%,100.0%,50.0%,100.0%
Times,1130,2010,1,2,2,2,4,4,50.0%,100.0%,50.0%,100.0%
Times,1130,2012,NULL,1,1,2,6,6,#VALUE!,100.0%,33.3%,100.0%
Times,1130,2013,NULL,2,2,3,8,8,#VALUE!,100.0%,37.5%,100.0%
Times,1130,2014,1,1,1,4,5,5,100.0%,100.0%,80.0%,100.0%
Neosho Daily News,1131,2009,1,1,1,4,5,5,100.0%,100.0%,80.0%,100.0%
Neosho Daily News,1131,2010,1,1,1,3,6,6,100.0%,100.0%,50.0%,100.0%
Neosho Daily News,1131,2011,2,2,2,5,6,6,100.0%,100.0%,83.3%,100.0%
Neosho Daily News,1131,2012,1,1,1,4,4,5,100.0%,100.0%,80.0%,80.0%
Neosho Daily News,1131,2013,NULL,NULL,NULL,3,4,4,#VALUE!,#VALUE!,75.0%,100.0%
The Nevada Daily Mail,1132,2007,0,1,1,3,6,6,0.0%,100.0%,50.0%,100.0%
The Nevada Daily Mail,1132,2009,0,1,1,3,6,6,0.0%,100.0%,50.0%,100.0%
The Nevada Daily Mail,1132,2010,0,1,1,3,6,6,0.0%,100.0%,50.0%,100.0%
The Nevada Daily Mail,1132,2012,0,1,1,2,7,7,0.0%,100.0%,28.6%,100.0%
The Nevada Daily Mail,1132,2013,NULL,1,1,3,5,5,#VALUE!,100.0%,60.0%,100.0%
The Nevada Daily Mail,1132,2014,1,1,1,2,5,5,100.0%,100.0%,40.0%,100.0%
Daily American Republic,1134,2011,2,3,3,8,11,12,66.7%,100.0%,66.7%,91.7%
The Daily News,1135,2006,0,1,1,1,3,3,0.0%,100.0%,33.3%,100.0%
The Daily News,1135,2008,0,1,1,1,4,4,0.0%,100.0%,25.0%,100.0%
The Daily News,1135,2009,1,2,2,2,5,5,50.0%,100.0%,40.0%,100.0%
The Daily News,1135,2010,1,2,2,3,5,5,50.0%,100.0%,60.0%,100.0%
The Daily News,1135,2014,NULL,1,1,2,4,4,#VALUE!,100.0%,50.0%,100.0%
Rolla Daily News,1136,2007,1,1,1,4,6,6,100.0%,100.0%,66.7%,100.0%
Rolla Daily News,1136,2013,0,1,1,3,4,4,0.0%,100.0%,75.0%,100.0%
Rolla Daily News,1136,2014,1,1,1,3,5,5,100.0%,100.0%,60.0%,100.0%
The Sedalia Democrat,1139,2001,2,2,2,9,9,11,100.0%,100.0%,81.8%,81.8%
The Sedalia Democrat,1139,2002,2,2,2,11,11,13,100.0%,100.0%,84.6%,84.6%
The Sedalia Democrat,1139,2003,1,2,2,11,10,12,50.0%,100.0%,91.7%,83.3%
The Sedalia Democrat,1139,2004,1,2,2,10,11,12,50.0%,100.0%,83.3%,91.7%
The Sedalia Democrat,1139,2005,1,2,2,10,13,14,50.0%,100.0%,71.4%,92.9%
The Sedalia Democrat,1139,2006,1,2,2,9,11,12,50.0%,100.0%,75.0%,91.7%
The Sedalia Democrat,1139,2007,1,2,2,7,11,12,50.0%,100.0%,58.3%,91.7%
The Sedalia Democrat,1139,2008,1,2,2,8,11,13,50.0%,100.0%,61.5%,84.6%
The Sedalia Democrat,1139,2009,1,2,2,8,11,12,50.0%,100.0%,66.7%,91.7%
The Sedalia Democrat,1139,2010,3,3,3,10,13,14,100.0%,100.0%,71.4%,92.9%
The Sedalia Democrat,1139,2011,3,3,3,9,10,11,100.0%,100.0%,81.8%,90.9%
The Sedalia Democrat,1139,2012,3,3,3,8,9,10,100.0%,100.0%,80.0%,90.0%
The Sedalia Democrat,1139,2013,3,3,3,7,8,9,100.0%,100.0%,77.8%,88.9%
The Sedalia Democrat,1139,2014,2,2,2,3,6,6,100.0%,100.0%,50.0%,100.0%
Standard-Democrat,1140,2002,2,5,5,4,8,8,40.0%,100.0%,50.0%,100.0%
Standard-Democrat,1140,2003,2,3,3,5,7,7,66.7%,100.0%,71.4%,100.0%
Standard-Democrat,1140,2004,2,3,3,5,7,7,66.7%,100.0%,71.4%,100.0%
Standard-Democrat,1140,2006,2,3,3,5,7,8,66.7%,100.0%,62.5%,87.5%
Standard-Democrat,1140,2008,1,2,2,4,7,7,50.0%,100.0%,57.1%,100.0%
Standard-Democrat,1140,2009,1,2,2,2,5,5,50.0%,100.0%,40.0%,100.0%
Standard-Democrat,1140,2010,1,2,2,4,8,8,50.0%,100.0%,50.0%,100.0%
Standard-Democrat,1140,2011,2,3,3,4,8,8,66.7%,100.0%,50.0%,100.0%
Standard-Democrat,1140,2012,1,2,2,4,6,6,50.0%,100.0%,66.7%,100.0%
Standard-Democrat,1140,2013,2,3,3,4,6,6,66.7%,100.0%,66.7%,100.0%
Standard-Democrat,1140,2014,2,3,3,4,7,7,66.7%,100.0%,57.1%,100.0%
Republican-Times,1141,2002,0,1,1,1,3,3,0.0%,100.0%,33.3%,100.0%
Republican-Times,1141,2003,0,1,1,2,5,5,0.0%,100.0%,40.0%,100.0%
Republican-Times,1141,2004,0,1,1,1,3,3,0.0%,100.0%,33.3%,100.0%
Trenton Republican-Times,1141,2005,0,1,1,1,3,3,0.0%,100.0%,33.3%,100.0%
Trenton Republican-Times,1141,2006,1,1,1,2,3,3,100.0%,100.0%,66.7%,100.0%
Trenton Republican-Times,1141,2007,0,1,1,1,3,3,0.0%,100.0%,33.3%,100.0%
Trenton Republican-Times,1141,2008,0,1,1,1,3,3,0.0%,100.0%,33.3%,100.0%
Trenton Republican-Times,1141,2009,0,0,0,1,2,2,#DIV/0!,#DIV/0!,50.0%,100.0%
Trenton Republican-Times,1141,2010,0,1,1,1,3,3,0.0%,100.0%,33.3%,100.0%
Trenton Republican-Times,1141,2011,0,1,1,0,3,3,0.0%,100.0%,0.0%,100.0%
Trenton Republican-Times,1141,2012,1,2,2,5,11,11,50.0%,100.0%,45.5%,100.0%
Trenton Republican-Times,1141,2013,0,1,1,1,3,3,0.0%,100.0%,33.3%,100.0%
Trenton Republican-Times,1141,2014,NULL,1,1,1,4,4,#VALUE!,100.0%,25.0%,100.0%
The Daily Star-Journal,1142,2001,0,2,2,5,10,10,0.0%,100.0%,50.0%,100.0%
The Daily Star-Journal,1142,2002,0,1,1,4,6,6,0.0%,100.0%,66.7%,100.0%
The Daily Star-Journal,1142,2003,0,1,1,4,6,6,0.0%,100.0%,66.7%,100.0%
The Daily Star-Journal,1142,2005,0,1,1,4,8,10,0.0%,100.0%,40.0%,80.0%
The Daily Star-Journal,1142,2006,0,1,1,3,5,6,0.0%,100.0%,50.0%,83.3%
The Daily Star-Journal,1142,2007,0,1,1,4,7,8,0.0%,100.0%,50.0%,87.5%
The Daily Star-Journal,1142,2008,1,2,2,3,5,6,50.0%,100.0%,50.0%,83.3%
The Daily Star-Journal,1142,2009,1,1,1,3,8,8,100.0%,100.0%,37.5%,100.0%
The Daily Star-Journal,1142,2010,1,1,1,3,6,6,100.0%,100.0%,50.0%,100.0%
The Daily Star-Journal,1142,2011,1,1,1,2,6,6,100.0%,100.0%,33.3%,100.0%
The Daily Star-Journal,1142,2012,1,1,1,3,8,8,100.0%,100.0%,37.5%,100.0%
The Daily Star-Journal,1142,2013,1,1,1,2,5,5,100.0%,100.0%,40.0%,100.0%
The Daily Star-Journal,1142,2014,1,1,1,3,5,5,100.0%,100.0%,60.0%,100.0%
Daily Fort Gateway Guide,1143,2001,1,2,2,2,6,6,50.0%,100.0%,33.3%,100.0%
Daily Fort Gateway Guide,1143,2002,0,1,1,1,3,3,0.0%,100.0%,33.3%,100.0%
Daily Fort Gateway Guide,1143,2003,0,1,1,1,3,3,0.0%,100.0%,33.3%,100.0%
Daily Fort Gateway Guide,1143,2004,0,1,1,1,3,3,0.0%,100.0%,33.3%,100.0%
Daily Fort Gateway Guide,1143,2005,1,1,1,3,3,3,100.0%,100.0%,100.0%,100.0%
Daily Fort Gateway Guide,1143,2007,1,1,1,2,3,4,100.0%,100.0%,50.0%,75.0%
The Daily Guide,1143,2008,1,1,1,3,4,5,100.0%,100.0%,60.0%,80.0%
The Daily Guide,1143,2009,0,1,1,2,3,3,0.0%,100.0%,66.7%,100.0%
The Daily Guide,1143,2012,1,3,3,7,24,24,33.3%,100.0%,29.2%,100.0%
The Daily Guide,1143,2013,NULL,1,1,1,3,3,#VALUE!,100.0%,33.3%,100.0%
The Daily Guide,1143,2014,NULL,1,1,1,2,2,#VALUE!,100.0%,50.0%,100.0%
West Plains Daily Quill,1144,2001,1,3,3,4,9,9,33.3%,100.0%,44.4%,100.0%
West Plains Daily Quill,1144,2002,1,2,2,3,8,8,50.0%,100.0%,37.5%,100.0%
West Plains Daily Quill,1144,2003,1,2,2,3,8,8,50.0%,100.0%,37.5%,100.0%
West Plains Daily Quill,1144,2004,1,2,2,3,9,9,50.0%,100.0%,33.3%,100.0%
West Plains Daily Quill,1144,2005,2,3,3,4,9,9,66.7%,100.0%,44.4%,100.0%
